district_code,district,candidate,incumbent,party
35089,Thornhill/Thornhill,Rick Morelli,N,NDP
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,Russ Aegard,N,Green
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,Ken Boshcoff,N,Liberal
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,David Leskowski,N,Conservative
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,John Rafferty,N,NDP
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,Johannes Scheibler,N,CHP
35090,Thunder Bay--Rainy River/Thunder Bay--Rainy River,Doug Thompson,N,Marijuana
35091,Thunder Bay--Superior North/Thunder Bay--Superior-Nord,Denis A. Carrière,N,Marijuana
35091,Thunder Bay--Superior North/Thunder Bay--Superior-Nord,Joe Comuzzi,Y,Liberal
35091,Thunder Bay--Superior North/Thunder Bay--Superior-Nord,Bruce Hyer,N,NDP
35091,Thunder Bay--Superior North/Thunder Bay--Superior-Nord,Carl Rose,N,Green
35091,Thunder Bay--Superior North/Thunder Bay--Superior-Nord,Bev Sarafin,N,Conservative
35092,Timmins--James Bay/Timmins--Baie James,Charlie Angus,N,NDP
35092,Timmins--James Bay/Timmins--Baie James,Raymond Chénier,N,Liberal
35092,Timmins--James Bay/Timmins--Baie James,Marsha Gail Kriss,N,Green
35092,Timmins--James Bay/Timmins--Baie James,Andrew Van Oosten,N,Conservative
35093,Toronto Centre/Toronto-Centre,Gabriel Draven,N,Green
35093,Toronto Centre/Toronto-Centre,Philip Fernandez,N,Marxist-Leninist
35093,Toronto Centre/Toronto-Centre,Dan Goldstick,N,Communist
35093,Toronto Centre/Toronto-Centre,Bill Graham,Y,Liberal
35093,Toronto Centre/Toronto-Centre,Megan Harris,N,Conservative
35093,Toronto Centre/Toronto-Centre,Kevin Peck,N,CAP
35093,Toronto Centre/Toronto-Centre,Michael Shapcott,N,NDP
35093,Toronto Centre/Toronto-Centre,Jay Wagner,N,Marijuana
35094,Toronto--Danforth/Toronto--Danforth,Loftus Cuddy,N,Conservative
35094,Toronto--Danforth/Toronto--Danforth,Jim Harris,N,Green
35094,Toronto--Danforth/Toronto--Danforth,Jack Layton,N,NDP
35094,Toronto--Danforth/Toronto--Danforth,Dennis Mills,Y,Liberal
35094,Toronto--Danforth/Toronto--Danforth,Marcell Rodden,N,Marxist-Leninist
35094,Toronto--Danforth/Toronto--Danforth,Scott Yee,N,Marijuana
35095,Trinity--Spadina/Trinity--Spadina,Olivia Chow,N,NDP
35095,Trinity--Spadina/Trinity--Spadina,Tristan Alexander Downe-Dewdney,N,CAP
35095,Trinity--Spadina/Trinity--Spadina,Asif Hossain,N,PC
35095,Trinity--Spadina/Trinity--Spadina,Tony Ianno,Y,Liberal
35095,Trinity--Spadina/Trinity--Spadina,Daniel Knezetic,N,Independent
35095,Trinity--Spadina/Trinity--Spadina,Nick Lin,N,Marxist-Leninist
35095,Trinity--Spadina/Trinity--Spadina,Mark Viitala,N,Green
35095,Trinity--Spadina/Trinity--Spadina,David Watters,N,Conservative
35096,Vaughan/Vaughan,Walter Aolari,N,CAP
35096,Vaughan/Vaughan,Octavia Beckles,N,NDP
35096,Vaughan/Vaughan,Maurizio Bevilacqua,Y,Liberal
35096,Vaughan/Vaughan,Paolo Fabrizio,N,Libertarian
35096,Vaughan/Vaughan,Russell Korus,N,Green
35096,Vaughan/Vaughan,Joe Spina,N,Conservative
35097,Welland/Welland,Jody Di Bartolomeo,N,NDP
35097,Welland/Welland,Mel Grunstein,N,Conservative
35097,Welland/Welland,John Maloney,Y,Liberal
35097,Welland/Welland,Ryan McLaughlin,N,Green
35097,Welland/Welland,Irma D. Ruiter,N,CHP
35097,Welland/Welland,Ron Walker,N,Marxist-Leninist
35098,Wellington--Halton Hills/Wellington--Halton Hills,Brent Bouteiller,N,Green
35098,Wellington--Halton Hills/Wellington--Halton Hills,Mike Chong,N,Conservative
35098,Wellington--Halton Hills/Wellington--Halton Hills,Noel Duignan,N,NDP
35098,Wellington--Halton Hills/Wellington--Halton Hills,Bruce Hood,N,Liberal
35098,Wellington--Halton Hills/Wellington--Halton Hills,Pat Woode,N,CHP
35099,Whitby--Oshawa/Whitby--Oshawa,Judi Longfield,Y,Liberal
35099,Whitby--Oshawa/Whitby--Oshawa,Michael MacDonald,N,Green
35099,Whitby--Oshawa/Whitby--Oshawa,Ian MacNeil,N,Conservative
35099,Whitby--Oshawa/Whitby--Oshawa,Maret Sadem-Thompson,N,NDP
35100,Willowdale/Willowdale,Ardavan Behrouzi,N,PC
35100,Willowdale/Willowdale,Yvonne Bobb,N,NDP
35100,Willowdale/Willowdale,Jovan Boseovski,N,Conservative
35100,Willowdale/Willowdale,Bernadette Michael,N,Independent
35100,Willowdale/Willowdale,Jim Peterson,Y,Liberal
35100,Willowdale/Willowdale,Sharolyn Vettese,N,Green
35101,Windsor--Tecumseh/Windsor--Tecumseh,Laura Chesnik,N,Marxist-Leninist
35101,Windsor--Tecumseh/Windsor--Tecumseh,Joe Comartin,Y,NDP
35101,Windsor--Tecumseh/Windsor--Tecumseh,Rick Fuschi,N,Conservative
35101,Windsor--Tecumseh/Windsor--Tecumseh,Rick Limoges,N,Liberal
35101,Windsor--Tecumseh/Windsor--Tecumseh,Élizabeth Powles,N,Green
35102,Windsor West/Windsor-Ouest,Jordan Katz,N,Conservative
35102,Windsor West/Windsor-Ouest,Brian Masse,Y,NDP
35102,Windsor West/Windsor-Ouest,Richard Pollock,N,Liberal
35102,Windsor West/Windsor-Ouest,Rob Spring,N,Green
35102,Windsor West/Windsor-Ouest,Enver Villamizar,N,Marxist-Leninist
35103,York Centre/York-Centre,Ken Dryden,N,Liberal
35103,York Centre/York-Centre,Peter Flaherty,N,NDP
35103,York Centre/York-Centre,Constantine Kritsonis,N,Green
35103,York Centre/York-Centre,Michael Mostyn,N,Conservative
35103,York Centre/York-Centre,Max Royz,N,Independent
35104,York--Simcoe/York--Simcoe,Bob Burrows,N,Green
35104,York--Simcoe/York--Simcoe,Sylvia Gerl,N,NDP
35104,York--Simcoe/York--Simcoe,Vicki Gunn,N,CHP
35104,York--Simcoe/York--Simcoe,Stephen Sircelj,N,PC
35104,York--Simcoe/York--Simcoe,Peter Van Loan,N,Conservative
35104,York--Simcoe/York--Simcoe,Kate Wilson,N,Liberal
35105,York South--Weston/York-Sud--Weston,Paul Ferreira,N,NDP
35105,York South--Weston/York-Sud--Weston,Jessica Fracassi,N,Green
35105,York South--Weston/York-Sud--Weston,Stephen Halicki,N,Conservative
35105,York South--Weston/York-Sud--Weston,Shirley Hawley,N,Communist
35105,York South--Weston/York-Sud--Weston,Alan Tonks,Y,Liberal
35106,York West/York-Ouest,Joseph Grubb,N,CHP
35106,York West/York-Ouest,Tim McKellar,N,Green
35106,York West/York-Ouest,Sandra Romano Anthony,N,NDP
35106,York West/York-Ouest,Judy Sgro,Y,Liberal
35106,York West/York-Ouest,Leslie Soobrian,N,Conservative
46001,Brandon--Souris/Brandon--Souris,Mike Abbey,N,NDP
46001,Brandon--Souris/Brandon--Souris,Colin Atkins,N,CHP
46001,Brandon--Souris/Brandon--Souris,Murray Downing,N,Liberal
46001,Brandon--Souris/Brandon--Souris,Lisa Gallagher,N,Communist
46001,Brandon--Souris/Brandon--Souris,David Kattenburg,N,Green
46001,Brandon--Souris/Brandon--Souris,Merv Tweed,Y,Conservative
46002,Charleswood--St. James/Charleswood--St. James,Beatriz Alas,N,Communist
46002,Charleswood--St. James/Charleswood--St. James,Andrew Basham,N,Green
46002,Charleswood--St. James/Charleswood--St. James,Peter Carney,N,NDP
46002,Charleswood--St. James/Charleswood--St. James,Steven John Fletcher,N,Conservative
46002,Charleswood--St. James/Charleswood--St. James,Glen Murray,N,Liberal
46002,Charleswood--St. James/Charleswood--St. James,Dan Zupansky,N,Marijuana
46003,Churchill/Churchill,Bill Archer,N,Conservative
46003,Churchill/Churchill,Bev Desjarlais,Y,NDP
46003,Churchill/Churchill,Ron Evans,N,Liberal
46003,Churchill/Churchill,C. David Nickarz,N,Green
46004,Dauphin--Swan River/Dauphin--Swan River,David C. Andres,N,CHP
46004,Dauphin--Swan River/Dauphin--Swan River,Lindy Clubb,N,Green
46004,Dauphin--Swan River/Dauphin--Swan River,Don Dewar,N,Liberal
46004,Dauphin--Swan River/Dauphin--Swan River,Walter Kolisnyk,N,NDP
46004,Dauphin--Swan River/Dauphin--Swan River,Inky Mark,Y,Conservative
46005,Elmwood--Transcona/Elmwood--Transcona,Bill Blaikie,Y,NDP
46005,Elmwood--Transcona/Elmwood--Transcona,Elijah Gair,N,Green
46005,Elmwood--Transcona/Elmwood--Transcona,Bryan McLeod,N,Conservative
46005,Elmwood--Transcona/Elmwood--Transcona,Tanya Parks,N,Liberal
46005,Elmwood--Transcona/Elmwood--Transcona,Robert Scott,N,CHP
46005,Elmwood--Transcona/Elmwood--Transcona,Paul Sidon,N,Communist
46005,Elmwood--Transcona/Elmwood--Transcona,Gavin Whittaker,N,Marijuana
46006,Kildonan--St. Paul/Kildonan--St. Paul,Terry Duguid,N,Liberal
46006,Kildonan--St. Paul/Kildonan--St. Paul,Jacob Giesbrecht,N,Green
46006,Kildonan--St. Paul/Kildonan--St. Paul,Lorene Mahoney,N,NDP
46006,Kildonan--St. Paul/Kildonan--St. Paul,Katharine Reimer,N,CHP
46006,Kildonan--St. Paul/Kildonan--St. Paul,Joy Smith,N,Conservative
46006,Kildonan--St. Paul/Kildonan--St. Paul,Rebecca Whittaker,N,Marijuana
46007,Portage--Lisgar/Portage--Lisgar,Allister Cucksey,N,Communist
46007,Portage--Lisgar/Portage--Lisgar,Don Kuhl,N,Liberal
46007,Portage--Lisgar/Portage--Lisgar,Brian Pallister,Y,Conservative
46007,Portage--Lisgar/Portage--Lisgar,Marc Payette,N,Green
46007,Portage--Lisgar/Portage--Lisgar,David Reimer,N,CHP
46007,Portage--Lisgar/Portage--Lisgar,Daren Van Den Bussche,N,NDP
46008,Provencher/Provencher,Peter Epp,N,Liberal
46008,Provencher/Provencher,Janine G. Gibson,N,Green
46008,Provencher/Provencher,Vic Toews,Y,Conservative
46008,Provencher/Provencher,Sarah Zaharia,N,NDP
46009,Saint Boniface/Saint-Boniface,Mathieu Allard,N,NDP
46009,Saint Boniface/Saint-Boniface,Daniel Backé,N,Green
46009,Saint Boniface/Saint-Boniface,Chris Buors,N,Marijuana
46009,Saint Boniface/Saint-Boniface,Ken Cooper,N,Conservative
46009,Saint Boniface/Saint-Boniface,Gérard Guay,N,Communist
46009,Saint Boniface/Saint-Boniface,Jeannine Moquin-Perry,N,CHP
46009,Saint Boniface/Saint-Boniface,Raymond Simard,Y,Liberal
46010,Selkirk--Interlake/Selkirk--Interlake,Anthony Barendregt,N,CHP
46010,Selkirk--Interlake/Selkirk--Interlake,Bruce Benson,N,Liberal
46010,Selkirk--Interlake/Selkirk--Interlake,James Bezan,N,Conservative
46010,Selkirk--Interlake/Selkirk--Interlake,Trevor Farley,N,Green
46010,Selkirk--Interlake/Selkirk--Interlake,Duane Nicol,N,NDP
46011,Winnipeg Centre/Winnipeg-Centre,Anna-Celestrya Carr,N,Communist
46011,Winnipeg Centre/Winnipeg-Centre,Robert Eng,N,Conservative
46011,Winnipeg Centre/Winnipeg-Centre,Robin (Pilar) Faye,N,Green
46011,Winnipeg Centre/Winnipeg-Centre,Pat Martin,Y,NDP
46011,Winnipeg Centre/Winnipeg-Centre,David Northcott,N,Liberal
46011,Winnipeg Centre/Winnipeg-Centre,Douglas Edward Schweitzer,N,Independent
46011,Winnipeg Centre/Winnipeg-Centre,John M. Siedleski,N,Marijuana
46012,Winnipeg North/Winnipeg-Nord,Rey D. Pagtakhan,N,Liberal
46012,Winnipeg North/Winnipeg-Nord,Darrell Rankin,N,Communist
46012,Winnipeg North/Winnipeg-Nord,Kris Stevenson,N,Conservative
46012,Winnipeg North/Winnipeg-Nord,Eric Truijen,N,CHP
46012,Winnipeg North/Winnipeg-Nord,Judy Wasylycia-Leis,N,NDP
46012,Winnipeg North/Winnipeg-Nord,Alon Weinberg,N,Green
46013,Winnipeg South/Winnipeg-Sud,Reg Alcock,Y,Liberal
46013,Winnipeg South/Winnipeg-Sud,Rod Bruinooge,N,Conservative
46013,Winnipeg South/Winnipeg-Sud,Ron Cameron,N,Green
46013,Winnipeg South/Winnipeg-Sud,Catherine Green,N,NDP
46013,Winnipeg South/Winnipeg-Sud,Jane MacDiarmid,N,CHP
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,James Allum,N,NDP
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Andy Caisse,N,Marijuana
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Andrew Dalgliesh,N,Communist
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Raj Joshi,N,Conservative
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Anita Neville,Y,Liberal
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Ian Scott,N,Green
46014,Winnipeg South Centre/Winnipeg-Centre-Sud,Magnus Thompson,N,CAP
47001,Battlefords--Lloydminster/Battlefords--Lloydminster,Shawn McKee,N,NDP
47001,Battlefords--Lloydminster/Battlefords--Lloydminster,Kelsey Pearson,N,Green
47001,Battlefords--Lloydminster/Battlefords--Lloydminster,Del Price,N,Liberal
47001,Battlefords--Lloydminster/Battlefords--Lloydminster,Gerry Ritz,Y,Conservative
47001,Battlefords--Lloydminster/Battlefords--Lloydminster,Diane Stephan,N,CHP
47002,Blackstrap/Blackstrap,Don Kossick,N,NDP
47002,Blackstrap/Blackstrap,Lynn Oliphant,N,Green
47002,Blackstrap/Blackstrap,Tiffany Paulsen,N,Liberal
47002,Blackstrap/Blackstrap,Clayton A. Sundberg,N,CHP
47002,Blackstrap/Blackstrap,Lynne Yelich,Y,Conservative
47003,Churchill River/Rivière Churchill,Earl Cook,N,NDP
47003,Churchill River/Rivière Churchill,Al Ducharme,N,Liberal
47003,Churchill River/Rivière Churchill,Marcella Gall,N,Green
47003,Churchill River/Rivière Churchill,Jeremy Harrison,N,Conservative
47003,Churchill River/Rivière Churchill,Rick Laliberte,Y,Independent
47004,Cypress Hills--Grasslands/Cypress Hills--Grasslands,David Anderson,Y,Conservative
47004,Cypress Hills--Grasslands/Cypress Hills--Grasslands,Bill Caton,N,Liberal
47004,Cypress Hills--Grasslands/Cypress Hills--Grasslands,Bev Currie,N,Green
47004,Cypress Hills--Grasslands/Cypress Hills--Grasslands,Jeff Potts,N,NDP
47005,Palliser/Palliser,Dave Batters,N,Conservative
47005,Palliser/Palliser,Dick Proctor,Y,NDP
47005,Palliser/Palliser,Brian Rands,N,Green
47005,Palliser/Palliser,Harold Stephan,N,CHP
47005,Palliser/Palliser,John Williams,N,Liberal
47006,Prince Albert/Prince Albert,Brian Fitzpatrick,Y,Conservative
47006,Prince Albert/Prince Albert,Don Hovdebo,N,NDP
47006,Prince Albert/Prince Albert,Patrick W. Jahn,N,Liberal
47006,Prince Albert/Prince Albert,Marc Loiselle,N,Green
47007,Regina--Lumsden--Lake Centre/Regina--Lumsden--Lake Centre,Fiorindo Agi,N,Green
47007,Regina--Lumsden--Lake Centre/Regina--Lumsden--Lake Centre,Gary Anderson,N,Liberal
47007,Regina--Lumsden--Lake Centre/Regina--Lumsden--Lake Centre,Moe Kovatch,N,NDP
47007,Regina--Lumsden--Lake Centre/Regina--Lumsden--Lake Centre,Tom Lukiwski,N,Conservative
47007,Regina--Lumsden--Lake Centre/Regina--Lumsden--Lake Centre,Larry Spencer,Y,Independent
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Allyce Herle,N,Liberal
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Mary Sylvia Nelson,N,CHP
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Lorne Edmund Nystrom,Y,NDP
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Deanna Robilliard,N,Green
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Andrew Scheer,N,Conservative
47008,Regina--Qu'Appelle/Regina--Qu'Appelle,Lorne Edward Widger,N,Independent
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Jim Pankiw,Y,Independent
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Ron Schriml,N,Green
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Bradley R. Trost,N,Conservative
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Nettie Wiebe,N,NDP
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Patrick Wolfe,N,Liberal
47009,Saskatoon--Humboldt/Saskatoon--Humboldt,Larry Zarysky,N,Independent
47010,Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar,Rick Barsky,N,Green
47010,Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar,Dennis Gruending,N,NDP
47010,Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar,Myron Luczka,N,Liberal
47010,Saskatoon--Rosetown--Biggar/Saskatoon--Rosetown--Biggar,Carol Skelton,Y,Conservative
47011,Saskatoon--Wanuskewin/Saskatoon--Wanuskewin,Chris Axworthy,N,Liberal
47011,Saskatoon--Wanuskewin/Saskatoon--Wanuskewin,David Greenfield,N,Green
47011,Saskatoon--Wanuskewin/Saskatoon--Wanuskewin,Priscilla Settee,N,NDP
47011,Saskatoon--Wanuskewin/Saskatoon--Wanuskewin,Maurice Vellacott,Y,Conservative
47012,Souris--Moose Mountain/Souris--Moose Mountain,Grant Devine,N,Independent
47012,Souris--Moose Mountain/Souris--Moose Mountain,Sigfredo Gonzalez,N,Green
47012,Souris--Moose Mountain/Souris--Moose Mountain,Robert Thomas Jacobson,N,CHP
47012,Souris--Moose Mountain/Souris--Moose Mountain,Ed Komarnicki,N,Conservative
47012,Souris--Moose Mountain/Souris--Moose Mountain,Lonny McKague,N,Liberal
47012,Souris--Moose Mountain/Souris--Moose Mountain,Robert Stephen Stringer,N,NDP
47013,Wascana/Wascana,Doug Cryer,N,Conservative
47013,Wascana/Wascana,Ralph Goodale,Y,Liberal
47013,Wascana/Wascana,Darcy Robilliard,N,Green
47013,Wascana/Wascana,Erin M. K. Weir,N,NDP
47014,Yorkton--Melville/Yorkton--Melville,Garry Breitkreuz,Y,Conservative
47014,Yorkton--Melville/Yorkton--Melville,Don Olson,N,NDP
47014,Yorkton--Melville/Yorkton--Melville,Ralph Pilchner,N,Green
47014,Yorkton--Melville/Yorkton--Melville,Ted Quewezance,N,Liberal
47014,Yorkton--Melville/Yorkton--Melville,David Sawkiw,N,Independent
48001,Athabasca/Athabasca,Robert Cree,N,NDP
48001,Athabasca/Athabasca,Doug Faulkner,N,Liberal
48001,Athabasca/Athabasca,Ian Hopfe,N,Green
48001,Athabasca/Athabasca,Brian Jean,N,Conservative
48002,Calgary East/Calgary-Est,Dean Kenneth Christie,N,Green
48002,Calgary East/Calgary-Est,Jason Corey Devine,N,Communist
48002,Calgary East/Calgary-Est,James Maxim,N,Liberal
48002,Calgary East/Calgary-Est,Deepak Obhrai,Y,Conservative
48002,Calgary East/Calgary-Est,Elizabeth Thomas,N,NDP
48003,Calgary North Centre/Calgary-Centre-Nord,Margaret Peggy Askin,N,Marxist-Leninist
48003,Calgary North Centre/Calgary-Centre-Nord,John Chan,N,NDP
48003,Calgary North Centre/Calgary-Centre-Nord,Michael Falconar,N,Independent
48003,Calgary North Centre/Calgary-Centre-Nord,Mark MacGillivray,N,Green
48003,Calgary North Centre/Calgary-Centre-Nord,Cathy McClusky,N,Liberal
48003,Calgary North Centre/Calgary-Centre-Nord,Jim Prentice,N,Conservative
48004,Calgary Northeast/Calgary-Nord-Est,Giorgio Cattabeni,N,NDP
48004,Calgary Northeast/Calgary-Nord-Est,Morgan DuFord,N,Green
48004,Calgary Northeast/Calgary-Nord-Est,Steve Garland,N,CAP
48004,Calgary Northeast/Calgary-Nord-Est,Art Hanger,Y,Conservative
48004,Calgary Northeast/Calgary-Nord-Est,Dale Muti,N,Liberal
48005,Calgary--Nose Hill/Calgary--Nose Hill,Diane Ablonczy,Y,Conservative
48005,Calgary--Nose Hill/Calgary--Nose Hill,Vinay Dey,N,NDP
48005,Calgary--Nose Hill/Calgary--Nose Hill,Ted Haney,N,Liberal
48005,Calgary--Nose Hill/Calgary--Nose Hill,Richard Larson,N,Green
48006,Calgary South Centre/Calgary-Centre-Sud,Trevor Grover,N,CAP
48006,Calgary South Centre/Calgary-Centre-Sud,Phillip K. Liesemer,N,Green
48006,Calgary South Centre/Calgary-Centre-Sud,Keith Purdy,N,NDP
48006,Calgary South Centre/Calgary-Centre-Sud,Lee Richardson,N,Conservative
48006,Calgary South Centre/Calgary-Centre-Sud,Julia Turnbull,N,Liberal
48007,Calgary Southeast/Calgary-Sud-Est,Jason Kenney,Y,Conservative
48007,Calgary Southeast/Calgary-Sud-Est,Brian Pincott,N,NDP
48007,Calgary Southeast/Calgary-Sud-Est,George Read,N,Green
48007,Calgary Southeast/Calgary-Sud-Est,Jim Tanner,N,Liberal
48008,Calgary Southwest/Calgary-Sud-Ouest,Mark de Pelham,N,Marijuana
48008,Calgary Southwest/Calgary-Sud-Ouest,Daria Fox,N,NDP
48008,Calgary Southwest/Calgary-Sud-Ouest,Stephen J. Harper,Y,Conservative
48008,Calgary Southwest/Calgary-Sud-Ouest,Larry R. Heather,N,CHP
48008,Calgary Southwest/Calgary-Sud-Ouest,Darcy Kraus,N,Green
48008,Calgary Southwest/Calgary-Sud-Ouest,Avalon Roberts,N,Liberal
48009,Calgary West/Calgary-Ouest,Rob Anders,Y,Conservative
48009,Calgary West/Calgary-Ouest,James S. Kohut,N,CAP
48009,Calgary West/Calgary-Ouest,Tim Patterson,N,NDP
48009,Calgary West/Calgary-Ouest,Danielle Roberts,N,Green
48009,Calgary West/Calgary-Ouest,Justin Thompson,N,Liberal
48009,Calgary West/Calgary-Ouest,André Vachon,N,Marxist-Leninist
48010,Crowfoot/Crowfoot,Arnold Baker,N,Green
48010,Crowfoot/Crowfoot,Adam Campbell,N,Liberal
48010,Crowfoot/Crowfoot,Max Leonard Cornelssen,N,Marijuana
48010,Crowfoot/Crowfoot,Ellen Parker,N,NDP
48010,Crowfoot/Crowfoot,Kevin Sorenson,Y,Conservative
48011,Edmonton--Beaumont/Edmonton--Beaumont,Michael Garfinkle,N,Green
48011,Edmonton--Beaumont/Edmonton--Beaumont,David Kilgour,Y,Liberal
48011,Edmonton--Beaumont/Edmonton--Beaumont,Naomi Rankin,N,Communist
48011,Edmonton--Beaumont/Edmonton--Beaumont,Paul Reikie,N,NDP
48011,Edmonton--Beaumont/Edmonton--Beaumont,Tim Uppal,N,Conservative
48012,Edmonton Centre/Edmonton-Centre,John Baloun,N,Independent
48012,Edmonton Centre/Edmonton-Centre,Laurie Hawn,N,Conservative
48012,Edmonton Centre/Edmonton-Centre,Lyle Kenny,N,Marijuana
48012,Edmonton Centre/Edmonton-Centre,Anne McLellan,Y,Liberal
48012,Edmonton Centre/Edmonton-Centre,Meghan McMaster,N,NDP
48012,Edmonton Centre/Edmonton-Centre,Peggy Morton,N,Marxist-Leninist
48012,Edmonton Centre/Edmonton-Centre,David J. Parker,N,Green
48012,Edmonton Centre/Edmonton-Centre,Sean Tisdall,N,PC
48013,Edmonton East/Edmonton-Est,John Bethel,N,Liberal
48013,Edmonton East/Edmonton-Est,Peter Goldring,Y,Conservative
48013,Edmonton East/Edmonton-Est,Harlan Light,N,Green
48013,Edmonton East/Edmonton-Est,Ed Spronk,N,CHP
48013,Edmonton East/Edmonton-Est,Janina Strudwick,N,NDP
48014,Edmonton--Leduc/Edmonton--Leduc,Bruce King,N,Liberal
48014,Edmonton--Leduc/Edmonton--Leduc,Doug McLachlan,N,NDP
48014,Edmonton--Leduc/Edmonton--Leduc,James Rajotte,Y,Conservative
48014,Edmonton--Leduc/Edmonton--Leduc,Bruce Sinclair,N,Green
48015,Edmonton--St. Albert/Edmonton--St. Albert,Conrad A. Bitangcol,N,Green
48015,Edmonton--St. Albert/Edmonton--St. Albert,Mike Melymick,N,NDP
48015,Edmonton--St. Albert/Edmonton--St. Albert,Moe Saeed,N,Liberal
48015,Edmonton--St. Albert/Edmonton--St. Albert,John Williams,Y,Conservative
48016,Edmonton--Sherwood Park/Edmonton--Sherwood Park,Ken Epp,Y,Conservative
48016,Edmonton--Sherwood Park/Edmonton--Sherwood Park,Chris Harwood,N,NDP
48016,Edmonton--Sherwood Park/Edmonton--Sherwood Park,Margaret Marean,N,Green
48016,Edmonton--Sherwood Park/Edmonton--Sherwood Park,Maureen Towns,N,Liberal
48017,Edmonton--Spruce Grove/Edmonton--Spruce Grove,Rona Ambrose,N,Conservative
48017,Edmonton--Spruce Grove/Edmonton--Spruce Grove,Neil Mather,N,Liberal
48017,Edmonton--Spruce Grove/Edmonton--Spruce Grove,Jerry Paschen,N,Green
48017,Edmonton--Spruce Grove/Edmonton--Spruce Grove,Hayley Phillips,N,NDP
48018,Edmonton--Strathcona/Edmonton--Strathcona,Malcolm Azania,N,NDP
48018,Edmonton--Strathcona/Edmonton--Strathcona,Debby Carlson,N,Liberal
48018,Edmonton--Strathcona/Edmonton--Strathcona,Dave Dowling,N,Marijuana
48018,Edmonton--Strathcona/Edmonton--Strathcona,Kevan Hunter,N,Marxist-Leninist
48018,Edmonton--Strathcona/Edmonton--Strathcona,Rahim Jaffer,Y,Conservative
48018,Edmonton--Strathcona/Edmonton--Strathcona,Cameron Wakefield,N,Green
48019,Lethbridge/Lethbridge,Rick Casson,Y,Conservative
48019,Lethbridge/Lethbridge,Erin Marie Matthews,N,Green
48019,Lethbridge/Lethbridge,Ken Nicol,N,Liberal
48019,Lethbridge/Lethbridge,Dustin Sobie,N,Marijuana
48019,Lethbridge/Lethbridge,Melanee Thomas,N,NDP
48019,Lethbridge/Lethbridge,Ken Vanden Broek,N,CHP
48020,Macleod/Macleod,Laurel Denise Fadeeff,N,Green
48020,Macleod/Macleod,Ted Menzies,N,Conservative
48020,Macleod/Macleod,Chris Shade,N,Liberal
48020,Macleod/Macleod,Joyce Thomas,N,NDP
48021,Medicine Hat/Medicine Hat,Bill Cocks,N,Liberal
48021,Medicine Hat/Medicine Hat,Kevin Dodd,N,Green
48021,Medicine Hat/Medicine Hat,Monte Kenton Solberg,Y,Conservative
48021,Medicine Hat/Medicine Hat,Betty Stroh,N,NDP
48022,Peace River/Peace River,Lyle Carlstrom,N,Liberal
48022,Peace River/Peace River,Charlie Penson,Y,Conservative
48022,Peace River/Peace River,Benjamin Morrison Pettit,N,Green
48022,Peace River/Peace River,Susan Thompson,N,NDP
48023,Red Deer/Red Deer,Teena Cormack,N,CAP
48023,Red Deer/Red Deer,Luke Kurata,N,Liberal
48023,Red Deer/Red Deer,Garfield John Marks,N,Green
48023,Red Deer/Red Deer,Bob Mills,Y,Conservative
48023,Red Deer/Red Deer,Jeff Sloychuk,N,NDP
48024,Vegreville--Wainwright/Vegreville--Wainwright,Leon E. Benoit,Y,Conservative
48024,Vegreville--Wainwright/Vegreville--Wainwright,James Kenney,N,Green
48024,Vegreville--Wainwright/Vegreville--Wainwright,Len Legault,N,NDP
48024,Vegreville--Wainwright/Vegreville--Wainwright,Duff Stewart,N,Liberal
48025,Westlock--St. Paul/Westlock--St. Paul,Dave Chatters,Y,Conservative
48025,Westlock--St. Paul/Westlock--St. Paul,Joe Dion,N,Liberal
48025,Westlock--St. Paul/Westlock--St. Paul,Peggy Kirkeby,N,NDP
48025,Westlock--St. Paul/Westlock--St. Paul,John A. McDonald,N,Green
48026,Wetaskiwin/Wetaskiwin,Rick Bonnett,N,Liberal
48026,Wetaskiwin/Wetaskiwin,Dale Johnston,Y,Conservative
48026,Wetaskiwin/Wetaskiwin,Tom Lampman,N,Green
